round,cum_reward_lincb,cum_reward_random,cum_reward_oracle
1020,187.09280590158028,156.89197399783274,319.615266750666
1021,187.16898216719173,156.82365161648804,319.5246410186299
1022,187.1392098941401,156.83068951139236,319.51933373385225
1023,187.62871549220958,157.0558584493548,320.0533161385419
1024,187.6171620183367,157.09949966690507,320.00543687380195
1025,187.6615323626295,157.26376096083115,320.41804573807804
1026,187.6462862520116,157.21025138268644,320.5044263401487
1027,187.63864204604855,157.17276254047223,320.5774607965364
1028,187.87999188584376,157.1439419700738,320.942501707915
1029,187.93025690946308,157.37231520236722,321.3250617804641
1030,210.7331460586077,180.78415765782466,344.6503390793907
1031,210.70482632904697,180.8258496082448,344.6709844247008
1032,210.70921158088782,180.79172027453765,344.75919932874774
1033,210.75579851413352,180.85181609277038,344.82355467890477
1034,211.11591821454545,180.94035500470395,345.1915667259381
1035,211.2719063503008,180.97540494583157,345.6408357883195
1036,211.507128487204,181.0195754088006,346.01051719539885
1037,211.6764027812573,181.05623305333734,346.3511753609783
1038,211.7938224247955,181.41333889319415,346.71637910839416
1039,211.83388231640177,181.51719418607556,347.14577948768635
1040,212.16308214128372,181.87394043754384,347.5254536820299
1041,212.10452133261487,181.98806606090628,347.52505173634216
1042,212.2194200499124,181.9699140222358,347.6749674452874
1043,212.2372326893477,182.03298998486258,347.63544827811006
1044,212.37885335441632,182.19638549407566,347.9884830273869
1045,212.43692345192702,182.17319068839728,347.97213642389676
1046,212.53669629547412,182.18401187646683,348.2292140429672
1047,212.74431474634946,182.52504424626366,348.63149584239255
1048,212.8177670782808,182.53914018566996,348.6232875725628
1049,213.16266071109354,182.40256645327133,349.0571534945394
1050,213.66417623949383,182.51219481573364,349.4939319267054
1051,213.64031584080496,182.55728186540338,349.9251180431298
1052,213.6324284916434,182.5144733733703,349.92732491826007
1053,213.93949984176137,182.44317662844344,350.3333379433304
1054,214.08419587475083,182.57252013236234,350.7651986838899
1055,214.21607563984637,182.92180903720302,351.3556339889228
1056,214.57770868304655,183.03224885108455,351.7603338483963
1057,214.56413812393785,182.97776755216637,351.8578991606112
1058,214.9871769354408,183.39504899795705,352.2291649632671
1059,215.38481618459716,183.76640303804265,352.6206784468693
1060,215.93059868127122,183.89035390590848,353.166974289659
1061,215.94249359071134,183.86141311520257,353.19190684250015
1062,215.98361486831416,184.2737998945422,353.52621914799755
1063,216.2232231231301,184.69558169231925,353.90026567052786
1064,216.27083799965587,184.73394525929075,353.95585562843803
1065,216.80671348026772,185.12108123300803,354.468693332047
1066,217.0468861087935,185.25128383470863,354.84353521032784
1067,217.38413185313644,185.35152259926974,355.2968196337083
1068,217.7625339969241,185.3653872259726,355.67921940327585
1069,217.72310101845048,185.367087630784,355.6941239851702
1070,218.0767521884485,185.84007368073057,356.07856318763777
1071,218.57494752101937,185.96328046645309,356.4296786717136
1072,218.8811243324884,186.32720765017524,356.7969173836499
1073,219.4164272866812,186.44322430528743,357.2808279159516
1074,219.67148111974538,186.87860257145286,357.62295999162507
1075,219.62175969365538,186.89107998093277,357.6482291884104
1076,219.67675168106967,187.28560822259092,357.998182774934
1077,220.02925087530718,187.3630957223202,358.35890136976764
1078,220.4597213006185,187.7605779959464,358.81771784748645
1079,220.48731848623544,187.81477718673526,358.85676133394
1080,220.5456577358956,187.83480168645534,358.98772634027165
1081,220.78295556536278,188.027772946057,359.3888623299245
1082,220.88229459253233,188.43252429860232,359.7720258994992
1083,221.00933660437795,188.73374962615586,360.13317484127083
1084,220.9071397696453,188.7332157329425,360.0657665093366
1085,220.88368996922634,188.77933388233353,360.5239184959808
1086,221.31909292422276,189.2280936099137,360.8745375113819
1087,221.5676230443277,189.26852719412676,361.23878142860735
1088,221.9048499827152,189.57100093917526,361.6184981284742
1089,221.90594201548893,189.57509518055355,361.6262144732495
1090,222.00227812455722,190.04753488246098,362.05281522472046
1091,222.00160505182794,190.09076674165613,362.03432620201903
1092,222.12055908256988,190.27646955536218,362.41402954541445
1093,222.09176698898494,190.29349267768637,362.48200073337796
1094,222.45577694727274,190.34127379748347,362.87161221939715
1095,222.8551123667292,190.41423305955652,363.22968804000243
1096,223.23737168911214,190.51693611690817,363.65235000299356
1097,223.35427225932244,190.50513762115585,363.6787316856024
1098,246.14143301023412,213.34330062098343,387.086895831824
1099,246.30502491511493,213.759343403308,387.52298587826954
1100,246.30439591193982,213.78722057058965,387.5396488787799
1101,246.30651486207415,213.9026607226245,388.03489834754265
1102,246.3494637133763,213.81455451567228,388.01934824105666
1103,246.35180521070913,213.87740850409634,387.92752641216356
1104,246.51127442238982,213.86175946889927,388.0358084205838
1105,246.45506733728465,214.23070971616062,388.3987122977664
1106,246.95974391196125,214.34507487566705,388.964176346421
1107,246.86057520727726,214.3362963309432,388.96434968907135
1108,247.22296976284258,214.40745176999837,389.3265402971258
1109,247.20337592457324,214.3569921259731,389.34601651033904
1110,247.29281667102578,214.7310747652251,389.73814869199026
1111,247.52345501928235,214.9420920470819,390.27769411859094
1112,270.36738821765357,237.75705264247523,413.5399351033244
1113,270.74456634074096,237.83687379057096,414.0188543976524
1114,271.00817194498745,238.1895906621949,414.29125015671474
1115,271.550996430401,238.45775144337492,414.837346250914
1116,271.95330211900483,238.5881449882479,415.22527124125145
1117,272.46763265624116,238.7065958807387,415.73853493054213
1118,272.6490432058766,238.82832976119374,416.06900704224967
1119,272.8053119058049,239.1745351021052,416.4609391284401
1120,272.91522016829515,239.4050012356909,416.88347493300375
1121,273.2734968553474,239.73353595059623,417.30318654023654
1122,273.6233412275308,239.86413513434945,417.6453700399614
1123,273.6135563009734,239.9171396213449,417.6332931884402
1124,273.98099793003354,240.09775119143657,417.9714529544695
1125,274.07383119786607,240.22673549858231,418.3169882020022
1126,274.489828087879,240.60545833740449,418.71238650515943
1127,274.55918014068067,240.61124956676582,418.71073461103833
1128,274.6096740389631,240.62569938349606,418.70380291853263
1129,274.91437286820144,241.05301099885708,419.1067021582467
1130,274.95361250553844,241.0467709729171,419.1243373895207
1131,275.3050050137891,241.00932352074372,419.44672141044055
1132,275.66611595023926,241.3706721971065,419.8694904520387
1133,275.9212089495628,241.76660210340745,420.43489601761047
1134,276.37964100794045,241.79027927493158,420.84236917310943
1135,276.7791047041766,242.20112834307133,421.22668285172006
1136,277.25034546085635,242.33719641838178,421.62024597610906
1137,277.3589929483244,242.37254441152567,421.5293652550668
1138,277.46136053544706,242.3971532692535,421.62879797903514
1139,277.9962712823284,242.84863041473616,422.1788029107977
1140,278.2638354067361,242.82616812285303,422.56029625696056
1141,278.27944495089645,242.85226037833365,422.5474555584339
1142,278.7351012978783,242.97560980844864,423.01165437454995
1143,278.6314880914386,242.97450806524841,423.03354185197225
1144,278.7758027416537,243.06990967046156,423.46926303558564
1145,279.2194095867669,243.15316530299992,423.84906078289106
1146,279.26475737576027,243.27719625610516,424.27696353225633
1147,279.50437172443964,243.2919185059632,424.70563445640425
1148,279.656967279155,243.3577860406941,425.0598041471406
1149,280.0822495472033,243.43061234694616,425.4585624352396
1150,280.2649026544554,243.91642506650095,425.9599807725757
1151,280.8298869419279,244.06280094321482,426.41835097037114
1152,280.8585095386785,244.00745642298733,426.51691935396826
1153,280.858463207367,243.9813853207831,426.4477500063492
1154,281.3423622265896,244.18947353780217,426.84023596129555
1155,281.89455222453716,244.3606989715791,427.4273780345674
1156,281.88248508591704,244.30920035784024,427.43011056707763
1157,281.9776011794711,244.36994391082817,427.7672852585104
1158,282.1317684360364,244.4334970404605,428.14786731204754
1159,282.22307839987866,244.49829657936874,428.4899593889423
1160,282.2149743706895,244.5993291763265,428.83041345350796
1161,282.3040206803487,244.6121172911612,429.16526458000556
1162,282.364947739994,244.6701522938906,429.49869809043497
1163,282.4880138915115,244.82156089785508,429.8182808474173
1164,282.5465252764698,244.83770048290413,429.8017497647497
1165,282.5123363091867,244.80517709058827,429.8066136481305
1166,282.524023915488,244.8569822544456,429.7866692141945
1167,282.62321387180407,245.2049469961894,430.18914117337937
1168,282.6671130526181,245.449533429891,430.54522385654917
1169,282.9057936054801,245.6024363693318,430.9803416915853
1170,283.2070859502395,245.64607491364205,431.4041220928413
1171,259.3047136283819,221.64865499882967,407.64818234871007
1172,259.319926013877,221.612554453273,408.019191506373
1173,259.4124810111098,221.5765342442849,408.4342790126043
1174,259.73040032397256,221.68950819221908,408.7932639024022
1175,259.75252515795097,221.63605185399817,408.8166951909031
1176,260.1625443408764,222.08084249316155,409.11763666770685
1177,260.55303329552163,222.45172894418698,409.48855799057816
1178,261.03882839837206,222.8369353469063,410.07738288004293
1179,261.18133431705314,223.01029304069056,410.43375508028964
1180,261.2276179275283,223.02348819655148,410.42640617828675
1181,261.32261491085944,222.92295350107239,410.4320127468273
1182,261.2486224868375,222.9610537571633,410.4038727389082
1183,261.2398577603423,222.98101963724926,410.36558623923156
1184,261.52104329266916,223.23621025030306,410.72223580626803
1185,261.54005400068115,223.45733945272937,411.1330420707843
1186,261.68464133957144,223.87437775308965,411.5516950765779
1187,261.66628341357375,223.8652110359146,411.64250407339495
1188,261.88904271311026,223.89584807127923,411.99429768124395
1189,262.00070240544284,223.85158956288495,411.9896265168407
1190,262.07877042910894,223.9315977448282,412.15114021553114
1191,262.20541797856504,224.0322670850618,412.47895787406674
1192,262.18999451190456,223.95791908100998,412.3839359703174
1193,262.51233637418323,224.3314398791346,412.78882507963857
1194,238.47067412483156,200.3601875091913,388.9849772446621
1195,239.01061922000298,200.38836924554914,389.56141510789286
1196,238.96968896866997,200.37022992917244,389.5184048617717
1197,238.98287344302344,200.43145242570128,389.5368827373272
1198,238.90231496986473,200.37146616244678,389.5722572930098
1199,238.95797388452976,200.31723935584535,389.49254048634845
1200,239.02149847655087,200.4782929506506,389.8616580677522
1201,238.94000300357592,200.44681694474892,389.9032225079058
1202,239.12141174225422,200.6456933107491,390.2886258739596
1203,239.619043472625,200.65502598868306,390.7730657944833
1204,240.0332943775418,200.6721655439191,391.0874810283481
1205,240.58497318898037,200.63385089924304,391.624720730382
1206,240.86138020636216,200.8544130289195,391.95221056114576
1207,241.30402453712028,201.21302631373266,392.3813528123913
1208,241.710562509828,201.1775420279163,392.7574832011645
1209,241.90806533458792,201.20650521238773,393.3098827685391
1210,242.01480441437477,201.2806966939767,393.754800007934
1211,242.13740362769445,201.2299482523608,393.9362631903722
1212,242.12823312832984,201.17967225163503,393.887879439228
1213,242.48007774381117,201.3817933127152,394.2916333561373
1214,242.86149815766845,201.34260317042916,394.70971799121463
1215,242.84003946068597,201.3619022460291,394.7231877210271
1216,242.8387978273008,201.3929096850499,394.5445131620813
1217,243.04539181468343,201.55672011654931,394.94279078650146
1218,243.22749641105793,201.89670612634947,395.3814033400478
1219,243.33687147817028,202.03320636328002,395.8729936834139
1220,243.39485215759154,202.106330648704,395.8824013778156
1221,243.37051896275048,202.1858887762373,395.8189232922349
1222,243.62409684597108,202.5757214540675,396.17996939693774
1223,244.10354327630935,202.58709351829174,396.6855724628314
1224,244.20692264827437,202.72803868542542,397.05298117945364
1225,244.2737781682815,202.85072764236565,397.4498815545682
1226,244.32222055395033,202.89662262803418,397.4964709314629
1227,244.5428638291058,202.84537858097514,397.81564056987975
1228,244.99065939023748,203.31779523541672,398.247527689696
1229,244.9733321333939,203.2528133519236,398.12107636734055
1230,245.22362289507933,203.15466639537595,398.5601740940425
1231,245.65088756693982,203.4535027371044,398.8688755470843
1232,245.97879414463165,203.57162701290255,399.260667028971
1233,245.9359072005923,203.4933598737314,399.2193568414349
1234,245.9686674903964,203.57587131224673,399.2501678103219
1235,246.0141081109639,203.55547273834168,399.1839690930615
1236,246.14037269527157,203.91660898468382,399.6148927800019
1237,246.41520054866388,204.2747788878987,400.11000153293475
1238,246.55943308810038,204.31564311296367,400.57815083820344
1239,246.94958967144512,204.59402512073285,400.98371103231585
1240,247.37823574945872,204.85713622979725,401.3815784985002
1241,247.5427358454766,204.95659051364905,401.8197731472341
1242,247.61348736798695,205.09227318505617,402.29119972784395
1243,248.02700072227043,205.58832474161858,402.720484160016
1244,248.53698873017694,206.08564406955105,403.2692416041055
1245,248.84453246486297,206.13673738940346,403.7359985440242
1246,248.84415841640214,206.1494652244171,404.12124664960896
1247,248.86598181836325,206.2685926406257,404.53141712169804
1248,249.3821306966223,206.33902507517715,404.94938469054057
1249,249.40475494535505,206.37835895178472,404.99621965506424
1250,249.48654525224816,206.42005222993538,405.2849430004473
1251,249.59586408814482,206.59178971756512,405.3582282796818
1252,249.78294839109546,206.8243982614396,405.7801538908276
1253,249.91675650616898,207.22618758196077,406.1629848285626
1254,250.05657963334363,207.16622829057252,406.53777292958773
1255,250.24319448895827,207.23460113129815,406.6647407555809
1256,250.27962042113398,207.27845523486027,406.69329353869097
1257,226.2749184773751,183.27985111854437,382.83620626323784
1258,226.29966964385144,183.64170956729365,383.19240788350396
1259,226.6973238575713,183.96783588795944,383.62661437112234
1260,226.65483869269207,183.99090712960736,383.6920900182025
1261,226.72224637337456,183.97322284162902,383.84464630765063
1262,226.83830349319027,184.0139710594825,384.1625178798503
1263,226.8724452914714,184.42956740644448,384.5692782055024
1264,226.84669249032189,184.4099435545636,384.5856041647972
1265,227.21555779250323,184.5502424297466,384.88889933083874
1266,227.05995916278462,184.65892793672424,384.80209539025236
1267,227.5575569472402,185.06714870843533,385.1596398468572
1268,227.78261710583507,184.9975082530259,385.24959025751434
1269,227.85494841380907,184.95208025382752,385.6770656333
1270,228.0662326103667,185.27489970583045,386.194811682319
1271,228.43092194374435,185.5930838889991,386.7029305469435
1272,228.51627775052253,186.04616025723237,387.1786406612542
1273,228.71793264984015,186.04042793155682,387.28183806433435
1274,228.77644078117464,186.08788137447868,387.72464699863133
1275,229.0227528773199,186.23106951022262,388.0992920810216
1276,229.03457301261656,186.33088413952234,388.54307313636184
1277,229.12511087671166,186.4527870130714,388.94560519919804
1278,229.13866974311287,186.4306168178172,389.35796001785485
1279,229.14090696672403,186.8778157878375,389.6919405670958
1280,229.1367004046978,186.9779375062277,389.6695961193321
1281,229.61626488078556,187.07010229440405,390.11135038745505
1282,229.6533592683046,187.19727542738693,390.0614676664928
1283,229.6609294207022,187.21219801808599,390.02097462192614
1284,229.66147681151955,187.15155856443008,390.0575972616287
1285,230.162385878483,187.69558580232734,390.4739941088555
1286,230.40774818320386,187.86590235197573,390.81115101979293
1287,230.80437524876342,188.05290845445444,391.19903931341463
1288,231.04916699625096,188.3911163341297,391.5407493306704
1289,231.0794842116525,188.4669497775783,391.5772031776942
1290,231.48828478475588,188.86292571585804,391.8999697461639
1291,231.48062750915747,188.76372352069865,391.90856990562185
1292,231.87609987326033,188.89467928391602,392.256919831533
1293,232.45718549409423,189.1143442018711,392.7812993346992
1294,232.70383388477708,189.3454542816206,393.203372694102
1295,233.02893419006722,189.47045529233378,393.57180610246064
1296,232.98508452029466,189.53543480397474,393.5969224762892
1297,233.06855381088016,189.93884429042572,394.00988636044497
1298,233.59243706850407,190.03881133476264,394.54812316375063
1299,233.98388259844555,190.17218364410934,394.91527567352495
1300,234.49358853591494,190.25124727554294,395.324440952003
1301,257.2862312819771,213.11262191298954,418.7072448190871
1302,257.5895009218258,213.04504099036504,419.03709213091525
1303,257.73507056516684,213.17663152916617,419.4104843110115
1304,233.65798827106698,189.16922528087233,395.61946536201765
1305,233.980514073791,189.24866622038954,395.9930369341196
1306,234.14940185280054,189.37326458422177,396.336615436035
1307,234.26376005367425,189.35471314621006,396.3702173691125
1308,234.20301974687982,189.36193468884272,396.3680206871141
1309,234.2134898149797,189.3339980010844,396.3790902508868
1310,234.31698219033686,189.4579222995865,396.55102987816554
1311,234.42350951453042,189.50255709176594,396.93053005641866
1312,234.7918235349115,189.5546245372132,397.2874058750042
1313,257.62559530257187,212.32900395472106,420.5346750002331
1314,257.67064176428437,212.30307061874,420.57776364891424
1315,257.8565481971854,212.28845655221033,420.9807065152158
1316,258.26811877016155,212.64036148173668,421.39255116462397
1317,258.2872561907325,213.17580535686253,421.81998800472775
1318,258.3737485277793,213.229990896751,422.254902955284
1319,258.38598856721705,213.33097634808226,422.6516399834133
1320,258.3280778498626,213.4075620015378,422.70416108535784
1321,258.8307195734676,213.415753929518,423.2322406108376
1322,258.80427883704783,213.4652661243049,423.28464312297245
1323,259.0116033075388,213.75318548329275,423.7144809794842
1324,259.48742594682045,214.14935706971218,424.28960986285813
1325,259.5020358115646,214.18298305462923,424.2572540579984
1326,259.47256584535484,214.14733688666456,424.28783270225426
1327,259.6532077991605,214.16478786142397,424.6875275159889
1328,259.88332085575195,214.29163516013026,425.14425200219324
1329,260.1090284908831,214.37232274540878,425.50967250820753
1330,260.0753050178604,214.4135934635945,425.49744108484964
1331,260.0634825760236,214.40761248237607,425.4418808538218
1332,260.1169427724756,214.31237874770278,425.5145300350031
1333,260.37787531819936,214.4437155532288,425.8217006363401
1334,260.55394756993275,214.52352720478638,426.28242271368913
1335,260.5331814938172,214.5611031884707,426.29500801787464
1336,260.62986098205033,214.58778841869213,426.3610584256336
1337,260.9566240732967,214.59848460244183,426.9214183706654
1338,261.0180255837771,214.5297233465437,426.91289777002436
1339,261.08707790047214,214.5495876604728,426.9300410219105
1340,261.17238161044963,214.56633238256043,427.0054308844244
1341,261.4927881367219,214.79147108294364,427.5671738058972
1342,261.960668592122,214.9277105228681,428.0206501938077
1343,261.89048516206697,214.99955554216447,428.0690616351678
1344,262.38898584378734,215.0303628639867,428.5216491032789
1345,262.3954661957359,215.0756623484547,428.5446258064463
1346,262.56599235446964,215.07753944052905,428.71940572857244
1347,262.790760828131,215.07619850804892,428.8286260519284
1348,262.79174592496264,215.06739183287138,428.6840789293635
1349,262.8178868018623,215.05017489209715,428.63981038165815
1350,262.84410015670096,215.08258052422204,428.58528671550897
1351,263.0928958504422,215.0301694311608,429.0270533234322
1352,263.53114488781915,215.1455875394029,429.378884492377
1353,263.532809793284,215.1136676658502,429.3954693305413
1354,263.9835971843881,215.2326407293782,429.7977447469231
1355,264.01779207260523,215.27736441696234,429.9025730024772
1356,264.36966353103423,215.43669858894495,430.19887094840396
1357,264.54040515143674,215.48092716227052,430.56407986602136
1358,265.1121558778728,215.5705370561691,431.07880403034324
1359,265.2500419074774,215.67494795876746,431.4859863047831
1360,265.2039422755543,215.63432067026136,431.5916797476846
1361,265.2466907388287,215.64709997195826,431.6395243383166
1362,265.3596262117386,215.66539891946226,431.6706105110878
1363,265.8320107437416,216.1076960201286,432.1845626193452
1364,265.94169001381437,216.11240998480932,432.252934030311
1365,266.36705713023434,216.16941931565617,432.6731295164862
1366,266.40474391209324,216.11950397689162,432.69949773878733
1367,266.44049829469935,216.15156801425334,432.7712843548982
1368,266.78487337100523,216.42095071936035,433.06037027824686
1369,267.13817573370596,216.5329136332646,433.3949116321401
1370,267.66235288245565,216.66430110189432,433.86135245100604
1371,267.7690830637444,216.7040156470286,434.20472677856907
1372,268.3564413504437,216.74051348539703,434.706962628343
1373,268.9979341208658,216.83844554195994,435.27109986222854
1374,269.0607716013627,216.75718956494714,435.30585829485227
1375,269.08207164397794,216.86908234818807,435.8035573628906
1376,269.0732742127792,216.89894269260645,435.8404031949727
1377,269.0686257012944,216.89526704457865,435.8507636955936
1378,269.45264350138444,217.23645656944572,436.19183648194524
1379,269.7363841157357,217.16999734118352,436.5589928529774
1380,269.85113529483374,217.1665163710455,436.5670021526951
1381,270.3347030552872,217.41632725561362,436.9642202130806
1382,270.61265398106235,217.43062576400447,437.3370028659432
1383,293.56473866362404,240.53721345919132,460.6647995212763
1384,293.74854341437623,240.57717414247668,461.00538815220415
1385,269.7989337347901,216.5706708964469,437.237887047671
1386,269.9675378899532,216.6307710233703,437.3514399427111
1387,269.90362025851306,216.58599962532404,437.4423115830343
1388,270.30431824977336,216.96992207180833,437.89392557964743
1389,270.34075446978096,216.93804524540172,437.9741452081658
1390,270.30934813169006,216.98381351881147,437.98403597467563
1391,270.4427505250428,217.10198647847318,438.2859201744954
1392,270.4253275563859,217.13929516037715,438.2921874009237
1393,270.49166551508625,217.24145703306348,438.6302856966204
1394,270.8913044480212,217.35954860592096,439.03695050005666
1395,271.2345711565853,217.4225577752879,439.4351088697282
1396,271.19825319118644,217.3643240622191,439.4532811313036
1397,271.38428562933984,217.47319288082426,439.9512731760568
1398,271.82337309038314,217.59334706141058,440.2883382886457
1399,272.25289260423466,217.7958581134133,440.74219404106026
1400,272.32779748590906,217.7546933099504,440.72997677385285
1401,272.5182687042308,217.853474744339,441.1514461239278
1402,272.5074410158754,217.9083985637221,441.1233154966522
1403,272.5437127054538,217.90314591990082,441.0167883618592
1404,272.9351097489678,218.3000974675068,441.3968933266027
1405,273.3406062999689,218.4050095228241,441.7451032359333
1406,273.3098194270584,218.44135022287136,441.8877171638155
1407,273.75258229049757,218.81916124108426,442.4942399328097
1408,273.815030942851,218.75385794272324,442.4060395759702
1409,273.8505905655221,218.65774223745055,442.3572242549335
1410,273.8881262726583,218.65943052315083,442.3803712778932
1411,249.85290583307236,194.69142738847586,418.51598109893524
1412,249.95055170219683,194.75720898158528,418.509167626527
1413,249.96658969510264,194.71521708804627,418.5075835530345
1414,249.99219363082648,194.76386518313745,418.8463248284801
1415,249.96842306077178,194.81504637837782,418.8687117658744
1416,250.42702077871363,195.0401503293962,419.4755397665058
1417,250.5371509516053,195.44530361838247,419.8549604789644
1418,250.6458965770418,195.44606958155885,420.39619326547756
1419,250.62206900588086,195.38095122047994,420.3423257104416
1420,251.12344152601045,195.48859318558746,420.7149930625748
1421,251.18003039947166,195.53085200001703,421.0423860720385
1422,251.29676511774352,195.89424596247784,421.43965541097515
1423,251.41405802776794,195.88956893021427,421.89054159840344
1424,251.49577078677845,196.07730951775542,422.25128969149046
1425,251.4807238833237,196.15345494114817,422.2408921030422
1426,251.4337618062896,196.09624418634013,422.3044541911513
1427,274.2395509508518,219.4399267052593,445.5779202413467
1428,274.41855213421957,219.51095320658573,445.69113398482415
1429,274.3843819475082,219.57249268871317,445.68883069102725
1430,274.41405339195063,219.51113254378026,445.7542915245691
1431,274.7942645612129,219.85177612963082,446.13061788561754
1432,274.9628927111694,219.99593055261278,446.5661702128
1433,275.05533534522283,220.33560392870825,447.0092920218007
1434,275.5083472031887,220.46801925610393,447.3757583402014
1435,275.5991169652227,220.60428921964308,447.81498115153755
1436,275.76434200634725,220.6947683311964,447.9043636338075
1437,276.18834454537233,220.78068874934564,448.4671596669861
1438,276.5596453787613,220.9977423742165,448.8224018580598
1439,277.0300721322279,221.03808242228337,449.34488252568684
1440,277.2909734846193,221.3304162813469,449.8881484561644
1441,277.2601552131602,221.3451226472525,449.8781549494645
1442,277.6153434616096,221.7515194624596,450.24492264538645
1443,277.72627823431094,221.9323155778437,450.6342976607879
1444,277.99896665984136,222.01125428311317,451.0715542977857
1445,278.48285105305024,221.98623441994047,451.5307153853256
1446,278.59619294914324,221.90843560956407,451.6020904069631
1447,278.6623632885247,222.35101503905992,452.00773575663044
1448,278.6602182551196,222.3294128483477,452.0985438441686
1449,278.7588865527439,222.36066320105706,452.0933733707631
1450,278.97486301175877,222.6441238919311,452.45289270152324
1451,279.21483874595384,222.86763094079734,452.9254922333954
1452,279.6368037106402,223.00071889203585,453.2901686574899
1453,279.80239332362174,223.38860889630294,453.73678380794695
1454,279.8332221105516,223.40015236882854,454.1246393761287
1455,279.86960279473544,223.44245615256312,454.1810126774538
1456,280.0535138712422,223.5540621250393,454.3561265764288
1457,280.157710092705,223.97223718424175,454.7460688648338
1458,256.1676395142021,199.9165476048044,430.9618118855033
1459,256.34125074779513,199.90128986147818,431.45989090720224
1460,256.4196509993473,199.82178276994415,431.4270869237557
1461,256.8996924497784,199.87832215237918,431.93858559250134
1462,256.9967307624076,200.3105119869239,432.3123223666423
1463,257.0336120589141,200.27564660764946,432.259441510774
1464,257.2788638446336,200.7163955707742,432.58123772974005
1465,257.2914090926965,200.84465724356642,432.89203677084686
1466,257.3112351399952,201.3291853321211,433.30917762821264
1467,257.5764497920868,201.55837365712193,433.7294525436446
1468,257.75965833703003,201.94782495045666,434.18461370934585
1469,257.7783301629093,201.90859043925096,434.1536087684229
1470,257.7501562752422,202.31404387162,434.5359909985205
1471,257.69395496600566,202.34220280651422,434.58425071053585
1472,257.86478675183383,202.62205250387882,434.9213493492196
1473,258.3481297772179,202.577735373379,435.4162479221649
1474,258.4288670047515,202.6089720677011,435.773147143654
1475,258.40287826527003,202.54683145584966,435.80442886731936
1476,258.40156427163805,202.93104447871542,436.1538257961126
1477,258.77005244692714,203.01525562091243,436.50803366535837
1478,259.1445971659432,203.4224326996418,436.93149465501966
1479,259.55918085879904,203.4029947050832,437.34565423699013
1480,259.567355219924,203.38889131066662,437.38375302696267
1481,259.5860062806106,203.39209434417594,437.3981877985122
1482,259.8848800350392,203.71045650076474,437.7782481001882
1483,260.1878760848968,204.13385976288532,438.21961179129227
1484,282.9634025425064,227.1468389571466,461.6277347459369
1485,283.3410720036839,227.50160689335758,461.96326764975345
1486,283.7287891045735,227.4861124401657,462.2644526663213
1487,283.99467905277464,227.54964965085713,462.56353051076616
1488,284.0879737823323,227.67364336074104,462.9904042987478
1489,284.1849784032219,227.71765167558385,463.4107281072231
1490,284.1855331642379,227.71997366198096,463.3659159394611
1491,284.21951572181405,227.9505333191333,463.72689743883245
1492,284.2742691295463,228.31847170372646,464.07442869298336
1493,284.34925342135324,228.38368673549382,464.046734042761
1494,284.52461993505216,228.53335064927103,464.4745170466121
1495,285.06934597564106,228.828342407263,464.98599366758464
1496,285.365593383149,228.81419814507305,465.43529865731034
1497,285.6051429223238,228.85027399947754,465.9998116515897
1498,286.21650699304786,229.06911248018244,466.49320699886493
1499,286.2966525046015,229.0659698053279,466.5324178949332
1500,286.38435576313464,229.4441762853208,466.98199365652556
1501,286.4371600164176,229.30195768156938,466.9948366405317
1502,286.4411614642977,229.2664864395897,466.9911132401413
1503,286.44218179358967,229.3160621059919,467.2977938362212
1504,286.5913701204067,229.350041547793,467.6931015340953
1505,286.6342543938242,229.26340918003663,467.7052727854723
1506,287.0950081731144,229.22445659003213,468.15528767353555
1507,287.37542104327133,229.3181542843177,468.37860766790607
1508,287.8229153412854,229.75313605575397,468.7772158755423
1509,288.2717358202614,230.12731224821326,469.0549882078683
1510,264.2514373624111,206.04286945972123,445.2699447519535
1511,264.7224383382867,206.15962711676798,445.6398432543804
1512,264.6073395670093,206.12474925758724,445.6226949819966
1513,264.7127424536633,206.12102356056886,445.98283921541815
1514,265.2275524352554,206.05554382042328,446.4701577135754
1515,265.2962386440882,206.43799355464336,446.81519772247356
1516,265.2566755865229,206.41073919314357,446.9064640753809
1517,265.781220597417,206.5403636752091,447.44324126584615
1518,266.1704604328296,206.77847298030406,447.8069940463468
1519,266.25806748571415,206.87770269161388,448.18332707093003
1520,266.27434529911005,207.28844044479357,448.548736313005
1521,266.7177559117154,207.7238950841487,448.9271755825378
1522,266.75279059435593,207.6696694613294,448.9165615460261
1523,242.6863814090863,183.80289714376784,425.14934023173754
1524,242.9547183239004,183.78848664509647,425.48906082140894
1525,243.00817927135617,183.87238469210928,425.9444671152723
1526,243.24121462623324,183.988591687347,426.3644476965751
1527,243.47983719521685,183.92690722482385,426.70692465783765
1528,243.8905400045173,183.89191093381038,427.1346937319148
1529,244.44393776597474,184.2977300410114,427.5794182412335
1530,244.37246257646692,184.7370099353398,428.03989518882236
1531,244.82286199131178,184.89671522404615,428.35335397278436
1532,244.87194822502227,184.91861029411797,428.3729451338366
1533,244.98739677861747,185.28013057622,428.6730029727464
1534,245.2713884887911,185.68185038341798,429.1106632340779
1535,245.82542866779505,185.79467023357913,429.60145417597835
1536,246.0549086269484,185.74515023091513,430.06820102677653
1537,246.08819734164604,185.684028749897,430.4349990303984
1538,246.56124945204365,186.15318141529158,430.97779354841276
1539,246.75373857291999,186.11898514883637,431.37842679957186
